wikipedia_movie_id,movie_name,release_date,all_genres,overview
2351556,Not of This Earth,1957-02-10,Science Fiction,"After a nuclear war, the people of the planet Davanna suffer from an incurable blood disease. One of its citizens is sent to Earth to examine the blood of the human species on its usefulness for Davanna's dying race. The intruder has adopted the name Mr. Johnson, conspicuous only for his oversensitive ears and his sunglasses, which he wears even in the dark. The sunglasses hide his blank, white-eyed stare which kills his victims by burning their visual organs and brains. Johnson hires nurse Nadine to look after him in his house. Her boss Dr. Rochelle is under Johnson's hypnotic spell after he found out about his patient's peculiar blood cell structure. Johnson's plans are disturbed by the sudden appearance of a woman from Davanna. She asks him for an instant transfusion because her physical condition has decreased rapidly. Johnson breaks into Rochelle's office, but by accident he steals a probe of a rabid dog. The Davanna woman collapses in the street and dies at the hospital. Nadine's friend, police patrol man Sherbourne, tries to question Rochelle, but the doctor is speechless under Johnson's spell. Johnson kills Rochelle for cautionary reasons, but Nadine, the next person in danger, manages to call the police. Johnson flees in his car, followed closely by Sherbourne on his motorcycle. When Sherbourne rings his siren, Johnson, distracted by the sound, drives the car off the road and dies in the crash. After Johnson's funeral, Sherbourne and Nadine stand by his grave, which bears the inscription ""Here lies a Man who was not of this Earth"". While Sherbourne expresses mild compassion for Johnson, whose driving force was the rescue of his planet and its populace, Nadine refuses any kind of pity. They leave the gravesite. A mysterious man appears at the site, walking straight towards the viewer. Like Johnson, he wears the same sunglasses and carries the same distinctive case ."
19314593,Spook Spoofing,1928-01-14,"Short Film, Silent film, Family Film, Comedy, Black-and-white","The gang mercilessly taunt and bully their superstitious friend, Farina, who retaliates with a magic charm on one of the boys, played by Harry Spear. Harry plays like he’s dead, and the rest of the gang encourages Farina to bury the “corpse” before he comes back to haunt him."
4600218,Gymkata,1985,"Action/Adventure, Action, Martial Arts Film, Adventure","Jonathan Cabot  is approached by the Special Intelligence Agency  to play ""the Game"". The Game is an athletic competition in the fictional country of Parmistan, a tiny mountain nation which is supposedly located in the Hindu Kush mountain range. Parmistan forces all foreigners to play the Game, which is basically an endurance race with obstacles, all the while being chased by local Parmistan warriors. If a person wins, then they are granted their life and a wish. The SIA wants Cabot to win the game so that he can use his wish to install a US satellite monitoring station, which could monitor all satellites in space and act as an early warning system in case of nuclear attack. Cabot is told that the system could save millions of lives. As an extra incentive, Cabot is also told that his father  was actually a SIA operative who was sent to play the game but was never heard from again. After a training period with martial arts teacher, Japanese guru, and a beautiful Parmistan princess named Princess Rubali  he is deemed ready and sent to the town of Karabal, on the Caspian Sea for infiltration into Parmistan. While in Karabal, he is attacked by terrorist agents who kidnap Princess Rubali. Jonathan Cabot quickly raids the terrorist training center and, using his ""gymkata"" fighting style that combined gymnastics with karate, disables dozens of terrorists before rescuing the Princess and returning to the salt mine where he is staying. However, when he returns he finds out that his handler has betrayed him to the enemy. Luckily, the ""special intelligence agency"" arrives in the nick of time to save him. Finally, Cabot and Rubali use a raft to float down the river into Parmistan where they are promptly seized by Parmistan warriors and, after a fight, Cabot is knocked out. When Cabot wakes up, he is in the King's palace and is greeted by other players of the Game who also have arrived to play it. While waiting for the Game to start, Cabot learns from the Princess that the King's right hand man and manager of the Game, Commander Zamir, is actually planning a coup against the King and will attempt to sell the satellite rights to the enemy. Zamir also intends to marry Princess Rubali. With all this in mind, Cabot starts the Game but soon learns that Zamir won't play fair, and constantly breaks the strict rules of the Game in order to kill Cabot. Meanwhile the King's forces have been overpowered by Zamir's private army in the coup attempt which the King is tricked into believing is a set of security measures for his protection. Fighting many obstacles, Cabot is the only player left in the game and is about to be killed by crazed villagers when he is saved by a Parmistan warrior who turns out to be Cabot's father. His father explains that while playing the game he fell and disabled his arm, but was allowed by Parmistan warriors to live. As the two are catching up, Zamir fires an arrow into Cabot's father, who in a hushed voice tells Cabot to go on and win the race. Cabot races off, chased by Zamir's army. He is able to make his horse jump a gorge and gets away while only Zamir is brave enough to follow. Seeing that Zamir won't let him escape, Cabot decides to take him on and after a prolonged fight Cabot's gymkata skills allow him to defeat Zamir. Meanwhile, Princess Rubali finally convinces the King that Zamir is plotting to overthrow the monarchy. Using their combined fighting skills, the Princess and the King attack Zamir's men before encouraging the citizens of Parmistan to rise up and seize the rest. As the crowd takes down Zamir's army someone cries out that a contestant is approaching the finish line. As everyone runs to see who made it, Princess Rubali is thrilled to see that Cabot is riding in on a horse, leading his arrow-punctured but still alive father on another horse. The crowd seizes on the champion and as the movie ends, the audience is informed that in 1985 the first satellite monitoring station was installed."
3084841,The Quiet,2005-09-12,"Thriller, Family Drama, Drama, Psychological thriller, Indie","Dot  is a young, orphaned, deaf and mute teenager. After the death of her also deaf father, she is sent to live with her godparents and their daughter Nina , with whom she used to be close friends. However, she soon learns the secrets her new family withhold from the rest of the world as well as from one another. Nina constantly insults Dot every chance she gets, unhinged by her arrival. Dot blames herself for her father's death in a car accident, believing that if she had been with him, she could have warned him of the oncoming danger. Soon after arriving, Dot discovers an incestuous relationship between Nina and her father, Paul . Paul invited Dot to stay in an attempt to control himself, wishing he could end the sexual relationship between him and his daughter. He tries to tell his wife Olivia  about his relationship with Nina, but is unable to bring himself to say it. {{quote box}} After discovering that Dot is neither deaf nor mute, Nina pretends that she doesn't know the truth. For reasons of her own, Nina still pretends that Dot cannot tell anyone, and confides in Dot her plan to murder her father. Dot becomes aware of everything Nina and Paul do behind closed doors and even tries to help Nina avoid Paul's advances. Dot is assigned to be lab partners with Connor , a star basketball player. Their partnership arouses jealousy in Michelle , Nina's loudmouthed best friend, who likes Connor. Connor is able to communicate well with Dot by lip-reading in order to work on their report, knowing that with a disability of his own  he needs to improve his grades to receive a basketball scholarship. He also becomes very attracted to Dot and confides to her about personal things in his life, believing she is unable to hear him. After confiding that he is a virgin, Dot undresses for him and he has sex with her. Before the ""Spring Fling"" dance, Nina tells Paul that she is pregnant, and needs $1,000 for an abortion. However, once he discovers tampons in her purse, he realizes that she is lying and is only attempting to obtain the money to get away from home. As Dot begins to play the moonlight sonata downstairs, Paul confronts Nina about her lie. Nina tries to explain, but Paul, distressed that his daughter wants to leave him, begins to physically abuse her. The abuse turns into a rape attempt. Dot recognizes what is going on upstairs, stops playing piano , and heads upstairs. The music finally stops when Dot uses a piano wire to strangle Paul to death, screaming at him to leave Nina alone. All the while, Olivia remains downstairs, staring at the news in a pill-induced stupor. When Paul's body hits the ground, Nina starts screaming and cursing at Dot. Olivia comes upstairs and her only comment on being faced with Paul's body is to tell Dot that it's a miracle that she can hear. The two girls go to the dance where Dot dances with Connor, then reveals to him that she is able to hear and talk. Connor calls her a psycho and storms away. Both girls bury Nina's dress, which has her father's blood on it. At this point, Nina questions Dot about pretending to be deaf and mute. Dot reveals that she wanted to be closer to her father so she wouldn't be alone after her mother's death. When the girls return home, Olivia has turned herself into the police and claims that she, not Dot, killed Paul in order to protect her daughter and atone for allowing the abuse. The film ends on a philosophical note as the two girls play piano together."
34593257,Mad Buddies,2012-06-22,Comedy film,"Sworn enemies, Boetie  and Beast , are forced to embark on a road trip as unwitting subjects of a new TV reality show devised by a TV Producer, Kelsey, played by Tanit Phoenix. On camera, with the whole of South Africa in on the joke, the pair comes unstuck at every stage of the journey until they discover that they have been conned and join forces to exact revenge."
2111519,Hitman,1997,Action,"Lucky Delon is a prizefighter who is approached by a gangster, BMF, to throw his next fight. Refusing to be intimidated, Lucky knocks his opponent out and skips town. There is no escape for Lucky, however, when the gangster's henchman catches up with him. Unless he makes amends by doing a hit, he is dead. Faced with no choice, Lucky goes to a bar, where he meets Harvey ""The Hitman"" Roach, a professional killer who instructs Lucky in the art of being a hitman. But just as Lucky is getting used to having a hitman for a mentor, the BMF springs a new trap that results in a violent and bloody showdown."
736262,The Sure Thing,1985-03-01,"Romantic comedy, Adventure, Road movie, Coming of age, Comedy, Drama, Romance Film, Teen","High school senior Walter Gibson  and his best friend Lance  are celebrating the fact they are moving on to college, but all Gibson can do is lament the fact that he has lost his touch with women. Lance heads to UCLA while Gibson moves on to college in New England. The two keep in touch by writing letters, but Gibson’s luck has not changed. His attempt to get close to Alison Bradbury  from his English class by tricking her into tutoring him only results in his angering and alienating her. Eventually he receives a phone call from Lance telling him to come to California for Christmas break because he has set him up with the beautiful girl , assuring him she is a Sure Thing. Gibson finds a ride from a ride share board to make the trip. He immediately knows it is going to be a long trip when he meets Gary Cooper  and Mary Ann Webster , the couple providing the ride, as they are overly extroverted and upbeat. Things go from bad to worse when he realizes he will be sitting next to Alison as she heads to UCLA to visit her boyfriend Jason . The tension and constant bickering between Gibson and Alison quickly become too much for Cooper, and he abandons them on the side of the road in the middle of nowhere. As they hitch to California, they overcome issues with transportation, weather, lack of food, lack of money, and sleeping arrangements, while at the same time developing genuine feelings for one another. Upon arriving in California, Alison discovers the real reason Gibson is making the trip is to meet his Sure Thing and angrily runs off. That night at a college mixer Lance has arranged for Gibson to meet his Sure Thing. Meanwhile, Alison is spending a boring night with Jason when she drags him to the same mixer for some fun. Alison and Gibson see each other at the party, but jealousy leads to a confrontation between the two. Gibson takes the Sure Thing to Lance's room, but cannot stop thinking about Alison. Back on campus after the break, Alison and Gibson are obviously uncomfortable around each other. In their English class, Professor Taub  reads an essay composed by Gibson as a writing assignment, which is a description of his night with the Sure Thing. The girl in the essay asks the protagonist if he loves her, but for the first time he realizes that those are not just words and he cannot sleep with her. Alison realizes what actually happened that night, and they kiss."
24434156,Cigarette Girl,2009-04-23,"Fantasy, Indie","In the not too distant future, society has levied laws against smoking and forced citizens to live in a certain part of town called the ""SMOKING SECTION"" if one wants to smoke cigarettes. After crossing the line into the smoking ghetto, Cigarettes now cost $63.49 a pack, and are sold on the street corners and underground bars. The unnamed heroine  of the film works in the ""Vice Club"", an abandoned 1930s era cigarette factory turned club, where a once iconic emblem of a giant cigarette tipping over into a giant ashtray, now sits atop the factory coated with rust like a cancer. Occasionally still tilting into the astray if the wind is strong enough, the giant cigarette squeaks like a siren, going throughout the city. We find the heroine, after her grandmother  is hospitalized with emphysema, the Cigarette Girl attempts to break her addiction to nicotine while also escaping the clutches of her employers, the mob-associated operators of the smoker hangout, the Vice Club. Deciding to start packing a pistol along with her packs of cigarettes, the Cigarette Girl becomes an angel of death when she stops smoking and starts killing on the third day to alleviate her acute psychological withdrawal manifested primarily by the ghost of a cowboy who is always on her back to keep smoking. The film's tag line ""She'd kill for a smoke."""
1693768,Eat the Rich,1987-10,"Parody, Black comedy, Satire, Comedy","The film begins in a high-class London restaurant named 'Bastards', staffed by the protagonist, waiter Alex . Alex is subject to the daily contempt and disgust of the upper-class customers, and is eventually fired for being obnoxious and rude to the clientele. After witnessing an act of terrorism on an embassy, he robs a benefits office and goes on the run with his new friend. Meanwhile, Nosher Powell plays the Home Secretary, a menacing, beer-swilling, fornicating, lovable lout who has his own no-nonsense way of dealing with trouble, usually with his fists. He's the darling of the voters, the press and the gorgeous Fiona , a glamorous KGB agent. He was also the one who ended the terrorist situation that Alex witnessed earlier in the movie. However, Nosher has enemies, including the sinister Commander Fortune , who plots a people's revolution with a difference, and General Karprov  and Spider , who plot to derail the Home Secretary's campaign of becoming Prime Minister. After assembling a four-person team of would-be anarchists, Alex returns to 'Bastards' and lays waste to the clientele and staff. He begins serving them up to other rich people in their new restaurant, 'Eat the Rich'. When Commander Fortune and Spider find out about these changes to the menu, they formulate a plot to get rid of the conservative Home Secretary for good."
1231856,For Love of the Game,1999-09-17,"Sports, Romantic drama, Romance Film, Drama","The Detroit Tigers travel to New York to play a season-ending series against the New York Yankees. At 63-97, the team has long since been eliminated from playoff contention and are playing for nothing but pride against the Yankees, who have a chance to clinch the American League East with a win. For 40-year-old pitcher Billy Chapel , however, this may end up being the most significant 24 hours of his life. In his Manhattan hotel suite, Billy awaits his girlfriend Jane Aubrey , but she doesn't show. The next morning, Billy is told by Tigers' owner Gary Wheeler ([[Brian Cox  that the team has been sold and that the new owners' first move will be to end Billy's 19-year tenure with the Tigers by trading him to the San Francisco Giants. Billy also learns from Jane that she is leaving that same day to accept a job offer in London. Billy is a famous, accomplished pitcher, but has a losing record this season, is near the end of his career and is also recovering from a hand injury. Wheeler hints that Billy should consider retiring rather than join another team. As he goes to Yankee Stadium to make his last start of the year, Billy begins reflecting about Jane, detailing how they met five years prior. These flashbacks are interspersed within the game, along with glimpses of Jane watching the game on a television at the airport. As the game progresses, with friend and catcher Gus Sinski  aware that something is on Billy's mind other than baseball, Billy dominates the Yankees' batters, often talking to himself on how to pitch each one. While in the dugout resting between innings, Billy also reflects how his relationship with Jane was strained by his shutting her out of his life after he suffered a career-threatening injury in the off-season. The pain of pitching is getting worse as the game goes on. Billy is so caught up in his thoughts that he does not realize he is pitching a perfect game until the bottom of the eighth inning. Gus confirms this and says that the whole team is rallying behind him to do whatever it takes to keep the perfect game bid alive. Before the Tigers take the field for the bottom of the ninth inning, Billy has final ruminations about his career and his love for Jane. He autographs a baseball for Wheeler, who has been like a father to him for many years. Along with the signature, Billy also writes on the ball that he will retire ""for love of the game."" After finishing the perfect game, Billy sits alone in his hotel room as the realization sinks in that everything he has been and done for the past 19 years is over. Despite his amazing accomplishment, Billy weeps not only for the loss of baseball, but for the other love of his life, Jane. The next morning, Billy goes to the airport to inquire about a flight for London. Jane has missed her flight so she could watch the end of his perfect game. Finding her there waiting for her plane, they embrace and reconcile."
15316917,Illuminata,1999-04-28,"Romantic comedy, Parody, Japanese Movies, Indie, Costume drama, Comedy-drama, Period piece, Drama, Comedy",The plot follows the backstage dramas of a theater company in turn of the century New York while it struggles to produce a new work.
11825918,The Last Hurrah,1958,"Drama, Political drama, Black-and-white","In ""a New England city"", Frank Skeffington plans to run for a fifth term. Skeffington rose from poverty in an Irish ghetto to become mayor and former governor, and is skilled at using the power of his office and an enormous political machine of ward heelers to receive support from his Irish Catholic base and other demographics. Rumors of graft and abuse of power are widespread, however, and many Catholics and other citizens oppose Skeffington, including the Catholic cardinal and Protestant bishop. Newspaper publisher Amos Force and other members of the city's traditional elite the Irish Catholics replaced also oppose him, and support the candidacy of Kevin McCluskey, a young Catholic lawyer and war veteran with no political experience. Adam Caulfield is a sportswriter for Force's newspaper. His father-in-law, Roger Sugrue, is among those who oppose Skeffington, Caulfield's uncle. The mayor invites Caulfield to observe in person what will be his last election, his ""last hurrah"", to preserve for history urban politics before radio and television fully changes campaigning. Skeffington prefers old-fashioned, hands-on politics, and attends numerous rallies, luncheons, dinners, and speeches. His influence is such that when Skeffington attends an unpopular old friend's wake, hundreds rush to be present. Disgusted at how the wake becomes another political event, Caulfield leaves; one of the mayor's men explains to him, however, that Skeffington attended to attract mourners to cheer the widow, to whom Skeffington has secretly donated $1,000. After Norman Cass's bank turns down a loan for the city to build a housing development, Skeffington invades the exclusive Plymouth Club to confront him, Force, the bishop, and other members of the elite. The mayor threatens to publicly embarrass Cass's family by appointing his unintelligent son as fire commissioner. The banker is forced to approve the loan, but vows to contribute large amounts of money to defeat Skeffington. McCluskey's campaign arranges for a series of television advertisements, but his ineptness disappoints both the cardinal and bishop. On election night Skeffington's men expect another victory, but McCluskey unexpectedly defeats the incumbent and his machine. As his men argue over why their usual tactics involving large amounts of ""money"" failed, Skeffington chastises them as if he were unaware of their actions. The mayor confidently states on television that he will run for governor but suffers a heart attack that night, and a large crowd comes to pay respect to the invalid. After Skeffington's last confession, Caulfield, Sugrue, and the mayor's men are at his bedside. When Sugrue suggests that the patient would live his life differently, Skeffington regains consciousness enough to reply ""Like Hell I would"" before dying."
26003401,Curse,1987-09-11,Horror,"Nathan Hayes is a religious man trying to hold onto his farm and keep his family in line. A real estate developer is trying to buy most of the farm property in the area, including Mr. Hayes family farm, in the hope that the Tennessee Valley Authority will choose the town for the site of a new dam and recreational area. The night of a terrible storm, an unidentified, glowing object crashes on the Hayes farm and with it comes a horrible curse for the Hayes family and the members of the community."
14143673,The Valley of Vanishing Men,1942-12-12,"Adventure, Black-and-white","In this serial, Wild Bill Tolliver and Missouri Benson are a pair of adventurers who ride into the vast territory of New Mexico in search of Bill's father, Henry Tolliver, who mysteriously disappeared while prospecting for gold. They soon discover that a ruthless outlaw leader, Jonathan Kincaid, owns an immense mine of gold in which he uses captured Mexican patriots, between others, to work as slaves in the mine. They also learn that Kincaid has joined forces with Carl Engler, a renegade European general, to carry out his cruel intentions. Then, Bill and Missouri meet with Consuelo Ramírez, a diligent Mexican agent, who informs them that Bill's father is among the prisoners in the mine. After that, the heroes find themselves in a conflict with the outlaws in the middle of incessant fights, chases and action."
17008751,Amelia,2009-10-23,"Biography, Adventure, Period piece, Drama, Romance Film, Biographical film","On July 2, 1937, Amelia Earhart  and her navigator, Fred Noonan , are on the last leg of an around-the-world flight. Moving in vignettes from her early years when Earhart was captivated by the sight of an aircraft flying overhead on the Kansas prairie where she grew up, her life over the preceding decade gradually unfolds. As a young woman, she is recruited by publishing tycoon and eventual husband George Putnam  to become the first woman to cross the Atlantic Ocean, albeit as a passenger. Taking command of the flight results in a success and she is thrust into the limelight as the most famous woman pilot of her time. Putnam helps Earhart write a book chronicling the flight, much like his earlier triumph with Charles Lindbergh's We, gradually falling in love with his charge, and they eventually marry, although she enacts a ""cruel"" pledge as her wedding contract. Embarrassed that her fame was not earned, Earhart commences to set myriad aviation records, and in 1932, recreates her earlier transatlantic flight, becoming the first female pilot to fly solo across the Atlantic. Throughout a decade of notoriety, Earhart falls into an awkward love affair with pilot and future Federal Aviation administrator Gene Vidal . In a display of romantic jealousy, Putnam quietly tells Amelia that he does not want Vidal in his house. Earhart is annoyed by the seemingly endless agenda of celebrity appearances and endorsements but Putnam reminds his wife that it funds her flying. They each acquiesce to the other's wishes and Earhart is drawn back to her husband on the eve of her last momentous flight, a round the world flight fraught with perils. Earhart's first attempt ends in a runway crash in Hawaii, due to collapsed landing gear. Earhart shuts off the fuel supply but her aircraft requires repairs before the flight can be attempted again. Eventually, she takes the repaired Lockheed Model 10 Electra ""Flying Laboratory"" in a reverse direction, leaving the lengthy transpacific crossing at the end of her flight. Setting out to refuel at tiny Howland Island, radio transmissions between USCGC {{USCGC}}, a Coast Guard picket ship, and Earhart's aircraft reveal a rising crisis, as her fuel begins to run out. Her last message is a cryptic position report that the Coast Guard radio operators realize is not of sufficient length to provide a ""fix"". Itasca has a directional finder with a dead battery, and weak radio communications prevent Earhart and USCG Itasca from making contact. Earhart and Noonan continue to fly on, as the story ends."
15440115,Our Gang Follies of 1938,1937-12-18,"Children's/Family, Black-and-white, Short Film, Musical, Comedy, Family Film","{{plot}} The gang is putting on another big show in Spanky's cellar, complete with an orchestra led by Buckwheat , and planned performances by Darla  and many of the other neighborhood kids. However, ""King of Crooners"" Alfalfa , the intended star of the show, crashes the show full of swing music with his off-key rendition of ""The Barber of Seville"", having secretly decided that he's only going to sing opera from now on. After Spanky closes the curtain on Alfalfa and sends out another act to replace him, the would-be opera prodigy walks out on the show, taking his voice ""where it'll be appreciated!"" With Porky  as his right-hand man/hanger on, Alfalfa turns up at the Cosmopolitan Opera House, wanting to appear in their next opera. Barnaby ([[Henry Brandon , the impresario of the Cosmopolitan, jokingly offers the young boy a contract - provided he come back in twenty years. Elated, Alfalfa returns to Spanky's cellar with Porky, gloating about his presumed good fortune and illustrious future in the face of Spanky's pleas for Alfalfa to appease his customers and take the stage. Spanky tears into his best friend, telling him that ""someday I'll be a big producer on Broadway, and you'll be singing your opera in the streets with a tin cup in your hand!"" Alfalfa brushes off Spanky's warnings, and sits down to rest . Alfalfa falls asleep backstage, and dreams that the twenty years have elapsed and he and Porky are waiting at the steps of a Broadway opera house. Barnaby, now a wizened old man, has decorated Broadway with lighted signs heralding Alfalfa's opera debut, and invites Alfalfa in to perform. However, when the opera house curtains finally open, Alfalfa barely gets through a few bars of ""The Barber of Seville"" before the audience members begin to boo him and pelt him with rotten vegetables. An angry Barnaby literally throws Alfalfa out into the streets. Bound by the iron-clad contract he signed twenty years ago, Alfalfa is forced to sing for pennies in the cold, snowy streets of New York. Hungry, tired, and broke, Alfalfa and Porky happen upon a shocking sight several blocks away: ""Club Spanky"", an ornate nightclub on Broadway. Sure enough, Spanky himself, now rich and famous, rides up in a limousine to greet them, and graciously invites them inside for something to eat. Club Spanky is a child's dream fantasy of a New York nightclub, with decor derived from toy blocks and candy canes, and a menu which includes hamburgers, ice cream, and jellybeans. Darla, dressed in furs and diamonds, comes over to sit at Spanky's table. She tells Alfalfa that she performs at Club Spanky, and is now rich and making ""hundreds and thousands of dollars."" Alfalfa gets a second shock when he learns that Buckwheat  is still Spanky's bandleader, and is also rich, dripping with diamonds, and making ""hundreds and thousands of dollars."" Spanky offers to let Alfalfa and Porky work for him again; Porky immediately accepts the offer, but the stubborn Alfalfa declares himself ""a slave to my art"" and refuses to ""croon"". Instead, Alfalfa sits and watches Club Spanky's lavish floor show, with featured songs by Spanky, Darla, Buckwheat, Porky, and several other performers, supported by large, ornate sets and scores of dancers. At the show's conclusion, Alfalfa finds himself so impressed with the show that he decides to go back to ""crooning"". Spanky announces the return of the ""King of Crooners"" to a rapturous crowd, but before Alfalfa can begin to sing, Barnaby storms into the club, and begins to drag Alfalfa back out into the streets to sing opera. By now, Alfalfa is complaining that he doesn't want to sing opera anymore, but Barnaby only laughs and continues to drag Alfalfa towards the door. The Club Spanky patrons' cries of ""we want Alfalfa"" melt into those of the kids in Spanky's cellar. Alfalfa awakens to find Spanky, not Barnaby, tugging at his arm, begging for Alfalfa to at least join in the last act and croon for the kids. Alfalfa needs no further convincing, and rushes onstage with Spanky, Porky, Darla, and the other kids to sing Bing Crosby's ""Learn to Croon"" for the show's finale."
2608771,The Truth About Love,2005-10-25,"Romantic comedy, Romance Film, Comedy","After Alice Holbrook , a happily married English woman living in Bristol, receives an anonymous Valentine's Day card with radish seeds in it, she automatically assumes the card is from her supposedly loving lawyer husband, Sam , and that he is trying to be romantic. In return, Alice decides to write an anonymous reply to her husband to keep the gimmick going, but only accidentally sends the card after a drunken night with her sister. What Alice does not realize, however, is that her husband did, in fact, not send her the original Valentine's Day card; her husband's best friend and lawyer partner, Archie , did. When Alice's husband does not mention that he has received her card, Alice becomes suspicious that he is cheating on her with another woman. In an attempt to discover the truth, Alice calls her husband and pretends to be another woman with a deep, sultry voice who she calls ""Anonymous."" After her husband agrees to meet with ""Anonymous,"" Alice becomes even more distraught, but continues to try and win her husband back. However, in the process, she discovers her husband Sam is already having another affair with a woman named Katya and is now knowingly starting a second affair with ""Anonymous."" After breaking down over this fact, she goes to visit Archie in the sexy outfit she planned to woo Sam back with, and while Archie and her kiss, he assumes she is having an extra-marital affair with someone other than Sam and refuses to be a part of it. Alice decides to forge ahead with her ""affair"" with Sam as ""Anonymous,"" and while having supposedly extramarital sex with him, she removes his wedding ring from his finger with her lips. Afterwards, however, Sam declares ""Alice is nothing compared to [Anonymous]"" and that he has never truly loved Alice, and so she becomes very upset and flees the hotel. When she is running away, however, she runs into Katya, who discovers that Sam is not only cheating on his wife but also on her. While Sam does win his big court case next, he returns home to find his precious wine scattered throughout the neighborhood and his clothes thrown in the street , as well as Katya waiting at his house to tell Alice of their affair as revenge. When Katya sees Alice, however, she calls her ""Anonymous,"" and so Sam realizes that Alice has been ""Anonymous"" all the while. Alice even shows Sam how she removed the ring from his finger to prove it. While Sam attempt to plead with Sam, Alice insists on a divorce and Katya walks out on Sam as well. The film then fast forwards to a litle time later. Katya took her story as well as that of ""Anonymous"" to the press and so Sam's reputation as an upstanding lawyer has been ruined. Furthermore, the press exposes that Alice was, in fact, not having an extramarital affair as Archie previously thought. This realization prompts Archie to attempt to tell Alice about his feelings for her, but she cannot see past their friendship. Because of this, Archie decides he cannot get over Alice while still in Bristol, so he takes a job in Japan. First though, he sends a goodbye letter to Alice, in which he includes ""P.S. I hope you liked the radishes,"" finally letting her know that the original Valentine's Day card was from him and not Sam. Alice chases after Archie and finally catches him after a series of debacles at the train station, including him having to actually stop the train. They kiss and declare they love each other. The movie ends when Alice lovingly looks up at the man who really thinks she is ""the perfect woman"" and says ""Take me home and radish me."""
3418874,Wal-Mart: The High Cost of Low Price,2005-11-04,"Culture & Society, Business, Indie, Social issues, Documentary","While the film begins with footage of Wal-Mart CEO Lee Scott praising the corporation at a large employee convention, the film spends a majority of its running time on personal interviews. A variety of criticisms of the corporation emerge from these interviews, demonstrating Wal-Mart's anti-union practices, detrimental impacts on small businesses, insufficient environmental protection policies, and poor record on workers' rights in the United States and internationally. The film ends with interviews of community leaders that have prevented Wal-Mart stores from being built in their communities and an exhortation for others to do the same."
7273637,Cry of the Werewolf,1944,"Horror, Creature Film","A Romany princess descended from Marie LaTour has the ability to change into a wolf at will, just like her late mother. When she learns that Marie LaTour's tomb has been discovered, she decides to use her talent to kill everyone who knows the location, because it is a sacred secret that only her people are allowed to know."
33041833,East Lynne,1922,Silent film,"Married Isobel Vane is told by Sir Francis Levison that her husband Richard has been unfaithful. Levison seduces Isobel, but then abandons her. Isobel returns home after years away only to find out that Richard had assumed she was dead and has remarried. She pretends to be a nurse and saves the life of one of her own children. She falls ill, is recognised by Richard, but dies."
25644434,Peacemaker,1990,"Science Fiction, Action","{{Expand section}} Two aliens arrive on Earth trying to kill each other. This is not easy, since they seem to be able to regenerate lost body parts and survive bullet wounds. Both of them happen to meet a young pathologist Dori Caisson, and each alien tells her that he is a peacemaker  and that the other one is a bad guy. Whom can she trust?"
